"student_id","subsection","lecture_points","watched_seconds"
43,"Lecture-7",0,0
43,"Lecture-8",0,0
43,"Lecture-9",0,0
44,"Lecture-1",0,0
44,"Lecture-10",0,0
44,"Lecture-11",0,0
44,"Lecture-12",0,0
44,"Lecture-13",0,0
44,"Lecture-14",0,0
44,"Lecture-15",0,0
44,"Lecture-16",0,0
44,"Lecture-2",0,0
44,"Lecture-3",0,0
44,"Lecture-4",0,0
44,"Lecture-5",0,0
44,"Lecture-6",0,0
44,"Lecture-7",0,0
44,"Lecture-8",0,0
44,"Lecture-9",0,0
45,"Lecture-1",0,0
45,"Lecture-10",0,0
45,"Lecture-11",0,0
45,"Lecture-12",0,0
45,"Lecture-13",0,0
45,"Lecture-14",0,0
45,"Lecture-15",0,0
45,"Lecture-16",0,0
45,"Lecture-2",0,0
45,"Lecture-3",0,0
45,"Lecture-4",0,0
45,"Lecture-5",0,0
45,"Lecture-6",0,0
45,"Lecture-7",0,0
45,"Lecture-8",0,0
45,"Lecture-9",0,0
46,"Lecture-1",0,0
46,"Lecture-10",0,0
46,"Lecture-11",0,0
46,"Lecture-12",0,0
46,"Lecture-13",0,0
46,"Lecture-14",0,0
46,"Lecture-15",0,0
46,"Lecture-16",0,0
46,"Lecture-2",0,0
46,"Lecture-3",0,0
46,"Lecture-4",0,0
46,"Lecture-5",0,0
46,"Lecture-6",0,0
46,"Lecture-7",0,0
46,"Lecture-8",0,0
46,"Lecture-9",0,0
47,"Lecture-1",0,0
47,"Lecture-10",0,0
47,"Lecture-11",0,0
47,"Lecture-12",0,0
47,"Lecture-13",0,0
47,"Lecture-14",0,0
47,"Lecture-15",0,0
47,"Lecture-16",0,0
47,"Lecture-2",0,0
47,"Lecture-3",0,0
47,"Lecture-4",0,0
47,"Lecture-5",0,0
47,"Lecture-6",0,0
47,"Lecture-7",0,0
47,"Lecture-8",0,0
47,"Lecture-9",0,0
48,"Lecture-1",0,0
48,"Lecture-10",0,0
48,"Lecture-11",0,0
48,"Lecture-12",0,0
48,"Lecture-13",0,0
48,"Lecture-14",0,0
48,"Lecture-15",0,0
48,"Lecture-16",0,0
48,"Lecture-2",0,0
48,"Lecture-3",0,0
48,"Lecture-4",0,0
48,"Lecture-5",0,0
48,"Lecture-6",0,0
48,"Lecture-7",0,0
48,"Lecture-8",0,0
48,"Lecture-9",0,0
49,"Lecture-1",0,0
49,"Lecture-10",0,0
49,"Lecture-11",0,0
49,"Lecture-12",0,0
49,"Lecture-13",0,0
49,"Lecture-14",0,0
49,"Lecture-15",0,0
49,"Lecture-16",0,0
49,"Lecture-2",0,0
49,"Lecture-3",0,0
49,"Lecture-4",0,0
49,"Lecture-5",0,0
49,"Lecture-6",0,0
49,"Lecture-7",0,0
49,"Lecture-8",0,0
49,"Lecture-9",0,0
50,"Lecture-1",0,0
50,"Lecture-10",0,0
50,"Lecture-11",0,0
50,"Lecture-12",0,0
50,"Lecture-13",0,0
50,"Lecture-14",0,0
50,"Lecture-15",0,0
50,"Lecture-16",0,0
50,"Lecture-2",0,0
50,"Lecture-3",0,0
50,"Lecture-4",0,0
50,"Lecture-5",0,0
50,"Lecture-6",0,0
50,"Lecture-7",0,0
50,"Lecture-8",0,0
50,"Lecture-9",0,0
51,"Lecture-1",0,0
51,"Lecture-10",0,0
51,"Lecture-11",0,0
51,"Lecture-12",0,0
51,"Lecture-13",0,0
51,"Lecture-14",0,0
51,"Lecture-15",0,0
51,"Lecture-16",0,0
51,"Lecture-2",0,0
51,"Lecture-3",0,0
51,"Lecture-4",0,0
51,"Lecture-5",0,0
51,"Lecture-6",0,0
51,"Lecture-7",0,0
51,"Lecture-8",0,0
51,"Lecture-9",0,0
52,"Lecture-1",0,0
52,"Lecture-10",0,0
52,"Lecture-11",0,0
52,"Lecture-12",0,0
52,"Lecture-13",0,0
52,"Lecture-14",0,0
52,"Lecture-15",0,0
52,"Lecture-16",0,0
52,"Lecture-2",0,0
52,"Lecture-3",0,0
52,"Lecture-4",0,0
52,"Lecture-5",0,0
52,"Lecture-6",0,0
52,"Lecture-7",0,0
52,"Lecture-8",0,0
52,"Lecture-9",0,0
53,"Lecture-1",0,0
53,"Lecture-10",0,0
53,"Lecture-11",0,0
53,"Lecture-12",0,0
53,"Lecture-13",0,0
53,"Lecture-14",0,0
53,"Lecture-15",0,0
53,"Lecture-16",0,0
53,"Lecture-2",0,0
53,"Lecture-3",0,0
53,"Lecture-4",0,0
53,"Lecture-5",0,0
53,"Lecture-6",0,0
53,"Lecture-7",0,0
53,"Lecture-8",0,0
53,"Lecture-9",0,0
54,"Lecture-1",0,0
54,"Lecture-10",0,0
54,"Lecture-11",0,0
54,"Lecture-12",0,0
54,"Lecture-13",0,0
54,"Lecture-14",0,0
54,"Lecture-15",0,0
54,"Lecture-16",0,0
54,"Lecture-2",0,0
54,"Lecture-3",0,0
54,"Lecture-4",0,0
54,"Lecture-5",0,0
54,"Lecture-6",0,0
54,"Lecture-7",0,0
54,"Lecture-8",0,0
54,"Lecture-9",0,0
55,"Lecture-1",0,0
55,"Lecture-10",0,0
55,"Lecture-11",0,0
55,"Lecture-12",0,0
55,"Lecture-13",0,0
55,"Lecture-14",0,0
55,"Lecture-15",0,0
55,"Lecture-16",0,0
55,"Lecture-2",0,0
55,"Lecture-3",0,0
55,"Lecture-4",0,0
55,"Lecture-5",0,0
55,"Lecture-6",0,0
55,"Lecture-7",0,0
55,"Lecture-8",0,0
55,"Lecture-9",0,0
56,"Lecture-1",0,0
56,"Lecture-10",0,0
56,"Lecture-11",0,0
56,"Lecture-12",0,0
56,"Lecture-13",0,0
56,"Lecture-14",0,0
56,"Lecture-15",0,0
56,"Lecture-16",0,0
56,"Lecture-2",0,0
56,"Lecture-3",0,0
56,"Lecture-4",0,0
56,"Lecture-5",0,0
56,"Lecture-6",0,0
56,"Lecture-7",0,0
56,"Lecture-8",0,0
56,"Lecture-9",0,0
57,"Lecture-1",0,0
57,"Lecture-10",0,0
57,"Lecture-11",0,0
57,"Lecture-12",0,0
57,"Lecture-13",0,0
57,"Lecture-14",0,0
57,"Lecture-15",0,0
57,"Lecture-16",0,0
57,"Lecture-2",0,0
57,"Lecture-3",0,0
57,"Lecture-4",0,0
57,"Lecture-5",0,0
57,"Lecture-6",0,0
57,"Lecture-7",0,0
57,"Lecture-8",0,0
57,"Lecture-9",0,0
58,"Lecture-1",0,0
58,"Lecture-10",0,0
58,"Lecture-11",0,0
58,"Lecture-12",0,0
58,"Lecture-13",0,0
58,"Lecture-14",0,0
58,"Lecture-15",0,0
58,"Lecture-16",0,0
58,"Lecture-2",0,0
58,"Lecture-3",0,0
58,"Lecture-4",0,0
58,"Lecture-5",0,0
58,"Lecture-6",0,0
58,"Lecture-7",0,0
58,"Lecture-8",0,0
58,"Lecture-9",0,0
59,"Lecture-1",0,0
59,"Lecture-10",0,0
59,"Lecture-11",0,0
59,"Lecture-12",0,0
59,"Lecture-13",0,0
59,"Lecture-14",0,0
59,"Lecture-15",0,0
59,"Lecture-16",0,0
59,"Lecture-2",0,0
59,"Lecture-3",0,0
59,"Lecture-4",0,0
59,"Lecture-5",0,0
59,"Lecture-6",0,0
59,"Lecture-7",0,0
59,"Lecture-8",0,0
59,"Lecture-9",0,0
60,"Lecture-1",0,0
60,"Lecture-10",0,0
60,"Lecture-11",0,0
60,"Lecture-12",0,0
60,"Lecture-13",0,0
60,"Lecture-14",0,0
60,"Lecture-15",0,0
60,"Lecture-16",0,0
60,"Lecture-2",0,0
60,"Lecture-3",0,0
60,"Lecture-4",0,0
60,"Lecture-5",0,0
60,"Lecture-6",0,0
60,"Lecture-7",0,0
60,"Lecture-8",0,0
60,"Lecture-9",0,0
61,"Lecture-1",0,0
61,"Lecture-10",0,0
61,"Lecture-11",0,0
61,"Lecture-12",0,0
61,"Lecture-13",0,0
61,"Lecture-14",0,0
61,"Lecture-15",0,0
61,"Lecture-16",0,0
61,"Lecture-2",0,0
61,"Lecture-3",0,0
61,"Lecture-4",0,0
61,"Lecture-5",0,0
61,"Lecture-6",0,0
61,"Lecture-7",0,0
61,"Lecture-8",0,0
61,"Lecture-9",0,0
62,"Lecture-1",0,0
62,"Lecture-10",0,0
62,"Lecture-11",0,0
